아파트,동명,법정동,지번,거래금액,전용면적
상록수1단지,101,상계동,1296,"45,000",53.656
삼익2차아파트,201,공릉동,754,"65,500",83.409
화랑해링턴플레이스아파트,103,공릉동,746,"87,000",126.78
청암3단지(582),301,중계동,582,"69,500",84.438
LIG건영,101,중계동,586,"39,500",59.92
효성아파트,109,공릉동,742,"63,800",73.18
수락리버시티3단지,303,상계동,1312,"62,000",84.88
풍림아파트B,114,공릉동,727,"29,100",31.32
삼익4단지아파트,402,공릉동,714,"35,800",39.6
동신아파트,102,공릉동,745,"53,000",59.99
비콘드림힐2,201,상계동,1308,"70,500",84.52
수락파크빌,504,상계동,1269,"70,000",84.62
주공7,704,중계동,363-1,"42,000",44.1
삼익선경,,하계동,255-1,"100,500",134.19
한신2,4,하계동,284,"46,500",44.52
청암1단지,103,상계동,1275,"45,000",84.8
롯데(505),11,중계동,505,"70,800",72.49
수락산벨리체,112,상계동,1265,"92,000",114.92
초안1,103,월계동,923,"32,000",49.6
상계현대3차,,상계동,1063,"68,000",84.96
미륭,18,월계동,13,"63,300",51.48
한신3차,8,상계동,458,"49,000",60.44
대아2차아파트,101,공릉동,492-1,"55,700",59.88
성북역신도브래뉴,103,월계동,941,"68,000",84.8437
중계센트럴파크,105,상계동,1322,"88,000",84.75
공릉우성아파트,101,공릉동,738,"75,000",84.97
수락리버시티4단지,403,상계동,1313,"58,500",59.9
보람노블레스아파트,,공릉동,586-15,"51,000",84.51
금호타운(583),103,중계동,583,"52,500",59.52
진명비베레,진명비베레,공릉동,395-7,"7,500",13.7456
주완위즈빌,,공릉동,351-2,"42,800",69.51
월계역신도브래뉴,104,월계동,942,"59,500",59.8587
상계대림,102,상계동,172,"48,000",59.67
수락현대,102,상계동,1272,"50,000",84.87
미라보(성림),101,상계동,1320,"49,000",84.5
건양노블레스빌,,월계동,938,"67,500",84.659
상계주공10(저층),1019,상계동,666,"55,000",54.54
공릉해링턴플레이스,303,공릉동,106,"87,000",99.917
청솔아파트9,,공릉동,90,"79,500",84.9
녹주아파트,,공릉동,750,"57,000",84.744
중앙하이츠아쿠아,101,중계동,514,"103,700",84.4675
한신4차,3,상계동,995,"55,000",84.84
현대(3차),,중계동,576,"73,000",84.35
초안2,,월계동,924,"38,700",59.85
은빛2단지,204,상계동,1256,"31,000",39.7
삼흥리치,,응암동,117-54,"48,000",59.26
예청A,,응암동,122-13,"34,000",48.28
정익제이원6차,,대조동,186-12,"30,500",28.65
서강아파트,,불광동,171-59,"63,000",202.2
디케이,,역촌동,45-30,"41,800",84.33
호림리슈리안,,대조동,172-75,"54,000",59.9
청우참조은,,역촌동,43-55,"26,000",50.31
디딤빌아파트,디딤빌아파트,역촌동,50-24,"45,000",84.32
명진,,응암동,360-15,"55,000",84.03
새천년3차드림,새천년3차드림아파트,구산동,220-2,"49,000",84.23
거장메카(116-22),1,응암동,116-22,"34,200",24.77
예승빌라트,,구산동,27-15,"32,500",64.08
자선메르시안(101),,증산동,253,"45,000",63.4
다원(107-4),1,응암동,107-4,"39,000",57.23
응암아네스트,,응암동,88-8,"11,500",13.5346
은평신사두산위브2차,102,신사동,371,"85,000",84.99
DMC파인시티자이,,수색동,190,"95,368",59.98
건우샹그리라,,역촌동,32-35,"50,000",82
상림마을7단지아이파크(730~742동)BL1-14,734,진관동,10,"160,000",167.46
상림마을6단지푸르지오(606~614동)BL1-7,613,진관동,2,"84,500",101.61
갈현건영,,갈현동,541-1,"53,000",82.94
마고정3단지센트레빌(301~309동)BL2-11,303,진관동,106,"121,000",134.96
극동메트로타워,메트로타워,불광동,311-13,"67,000",104.49
거성리젠시,,신사동,21-14,"49,000",45.66
송학,,구산동,24-59,"42,000",71.38
에버그린,,역촌동,32-42,"45,500",84.9
그린,,구산동,24-77,"35,000",51.76
예가크레시아,,대조동,6-13,"42,500",49.8
구산그린빌,102,구산동,226,"44,800",59.76
자선메르시안(162-21),,증산동,162-21,"53,100",66.35
신우아파트,,불광동,241-23,"64,000",114.85
두성,,역촌동,21-21,"40,000",74.83
남해그린힐,101,불광동,632,"38,500",59.87
두성아파트,,역촌동,219,"49,000",84.68
미래하임,1,대조동,6-17,"24,500",31.8
월드메르시안(179-9),,증산동,179-9,"61,750",80.33
해태드림타운,,응암동,738,"41,500",59.18
신아굿모닝(64-15),,역촌동,64-15,"27,000",76.22
주주베B,,대조동,9-31,"18,200",28.24
아름(526-2),,갈현동,526-2,"37,700",69.45
금강포란재(101),,구산동,355-82,"41,000",84.18
인우(281-215),,갈현동,281-215,"49,500",78.45
DMC자이1단지,디엠씨 자이1단지,수색동,75,"110,000",116.92
동익파크1동(355-95),,구산동,355-95,"47,000",84.98
폭포동4단지힐스테이트(426~428동)BL3-11,426,진관동,135,"100,000",101.94
박석고개1단지힐스테이트(112~115동)BL2-13,112,진관동,123,"120,000",134.84
우물골2단지두산위브(201~203동)BL2-4,203,진관동,82,"69,000",59.94
명남뉴,,역촌동,83-26,"54,500",84.51
대암아파트,,불광동,230-3,"48,500",73.45
은평뉴타운꿈에그린,101,진관동,66,"73,000",59.92
DMC문영퀸즈파크아파트,101,증산동,254,"63,300",84.97
반도하우드,,갈현동,258-1,"51,000",84.56
DH팰리스타워,1,녹번동,83-26,"52,700",43.95
명남더블레스(39-19),,신사동,39-19,"48,000",83.65
은평뉴타운 제각말 푸르지오(5-2단지),514,진관동,155,"82,000",134.74
거장카운티,,녹번동,182,"47,200",38.7011
자선메르시안(162-18),,증산동,162-18,"72,300",74.38
밝은문,1,응암동,427-113,"42,000",43.82
만민하늘愛,,대조동,59-48,"52,000",73.34
삼성타운,102,대조동,231,"69,000",84.83
다원그린,,신사동,39-11,"58,500",81.16
선정(35-2),선정아파트,신사동,35-2,"54,500",73.43
DMC센트럴자이(4단지),401,증산동,258,"113,000",55.74
부흥아파트(33-10),,신사동,33-10,"54,000",84.45
유성아이비아파트,,대조동,14-320,"42,400",40.76
서경아파트(15-58),,대조동,15-58,"37,000",28.39
삼익(217-9),,불광동,217-9,"51,000",84.71
라이프씨티,101,신사동,354,"39,000",59.32
솔빛,,역촌동,47-31,"46,000",84.88
상림마을7단지아이파크(713~718동)BL1-11,716,진관동,15,"83,500",84.95
상림마을7단지아이파크(709~712동)BL1-10,712,진관동,12,"85,000",84.84
대덕타워,,대조동,185-71,"11,900",14.66
나이스홈,1,대조동,6-18,"23,500",29.98
상림마을8단지롯데캐슬(810~820동)BL1-1,817,진관동,19,"88,000",84.79
녹번2현대,,녹번동,278-1,"77,500",84.94
우물골2단지두산위브(245~255동)BL2-6,246,진관동,81,"106,000",84.69
우공아트빌,,구산동,26-4,"26,200",68.01
신사동한신휴플러스,107,신사동,365,"71,000",114.49
미랜드,,역촌동,39-1,"59,000",84.98
모아아파트(103동),,대조동,9-19,"43,000",39.47
정은노블스,1,대조동,197-9,"55,700",71.3
청운퀸즈,,역촌동,83-67,"52,000",75.665
DMC월드,101,증산동,250,"80,000",83.151
상림마을8단지롯데캐슬(801~809동)BL1-2,801,진관동,14,"84,000",84.39
아그네스풍림아이원,,역촌동,31-6,"67,000",88.01
은혜스카이빌아파트,,불광동,634,"63,500",84.335
플라잉캐슬,,갈현동,468-4,"46,500",55.7
세민HIPARK,,녹번동,83-51,"48,500",57.57
신현,,신사동,337-5,"75,000",99.81
힐데스하임,101,진관동,64,"48,500",40.63
뉴월드(402-42),105,응암동,402-42,"35,000",45.73
모아(365-35),,응암동,365-35,"39,700",64.92
북한산대창센시티,101,불광동,71-16,"65,000",84.72
상림마을7단지아이파크(719~729동)BL1-13,729,진관동,11,"98,000",101.82
모아아파트(102동),102동,대조동,9-20,"25,000",28.29
역촌월드,,역촌동,19-3,"28,000",43.22
부호(103동),103,역촌동,58-41,"51,500",84.72
미래하임(6-19),,대조동,6-19,"30,000",30.62
신성,1,신사동,155-1,"45,000",61.32
뉴월드(240-63),,응암동,240-63,"43,000",79.9
하늘애,,역촌동,43-4,"80,000",84.84
역촌,,역촌동,1-30,"48,750",99.68
불광롯데캐슬,108동,불광동,645,"85,500",59.98
베로니스,,불광동,486-17,"31,700",27.97
e편한세상백련산,,응암동,771,"81,000",84.72
LUMINO816,,불광동,302-13,"20,700",17.02
위산일리온시티,,응암동,110-1,"23,000",18.43
신사성원,101,신사동,360,"65,000",84.96
북한산포레스트,,대조동,179-16,"18,800",29.02
은평뉴타운 제각말 푸르지오(5-4단지),530,진관동,92,"80,000",84.87
경원파발리안,,응암동,93-8,"55,000",70.36
유진아이디움,,대조동,197-1,"16,500",14.03
동익파크2동(355-98),,구산동,355-98,"46,000",84.95
메트하임,,대조동,197-3,"17,500",14.03
천지로얄,,구산동,202-8,"38,000",74.64
온세,,구산동,25-41,"41,500",79.95
구암,,신사동,366,"70,000",110.52
인우(281-236),,갈현동,281-236,"52,300",76.65
위산엘리시움,,역촌동,17-17,"36,000",39.26
유호루하스,,갈현동,548,"11,400",16.768
영화노블레스아파트,,대조동,15-122,"22,600",24.41
하이펠리스,,창천동,470,"73,000",122.2
홍은드림아파트,,홍은동,265-350,"46,000",84.9
DMC파크뷰자이5단지,501,남가좌동,385,"95,000",59.981
서강2차(2동),,홍은동,186-25,"48,000",94.41
북한산삼부르네상스201동,,홍은동,8-230,"44,000",70.602
베벌리힐즈,1,홍은동,392-1,"145,000",236.92
충우하이빌,,연희동,51-151,"44,500",105.44
한울뉴타운,,북가좌동,418-22,"48,000",73.29
HDX휴팰리스,101,홍은동,465,"63,000",59.0362
선명(101동),,연희동,703-32,"52,000",65
남양,103,홍제동,457,"52,000",59.94
충림예하임,충림예하임아파트,충정로3가,477,"70,000",84.6
파크빌,,연희동,712-25,"50,000",70.76
부림,,홍은동,395-1,"49,500",102.21
예스에이피엠,예스 에이피엠,대현동,145,"63,500",63.41
연희웨스트팰리스,,연희동,746,"12,000",13.12
DMC파크뷰자이4단지,403,남가좌동,385,"95,500",59.981
조은2차,102,북아현동,1-1836,"100,900",84.85
서강1차(1동),,홍은동,186-22,"45,000",71.53
서대문푸르지오센트럴파크,103,홍제동,57-5,"97,000",59.94
우민B,,북아현동,1-49,"96,400",84.52
피어리스,,충정로3가,222,"46,200",84.24
경남(2차),104,북아현동,118-9,"159,000",235.34
연희궁,,연희동,196-1,"18,000",50.04
진흥,제101,홍은동,459,"62,500",78.02
마체스터,101,홍제동,283-36,"74,700",140.51
신원지벤스타6,신원 지벤스타,홍은동,393-3,"93,000",147.33
홍제에스피엘,,홍제동,322-138,"78,850",84.067
성원쌍떼빌팰리스,203,연희동,742,"170,000",186.47
홍은동아더프라임,101,홍은동,439-1,"63,000",59.8736
인왕드림빌,,홍제동,82-81,"47,000",82.8
인왕,1동,홍제동,104-1,"53,823",56.79
무악재한화,101,홍제동,464,"95,000",84.28
미동,,충정로3가,189-8,"40,000",55.009
서대문노블루체,,홍은동,274-32,"26,000",27.59
안산맨숀,,홍제동,104-20,"47,000",76.03
북아현맨션,2,북아현동,114-1,"119,000",84.95
센타폴리스,,창천동,381,"55,000",66.72
동도하이츠에이동,A,북가좌동,273-12,"58,000",84
제니스뷰아파트,,홍제동,196-26,"67,000",69.65
조한,101,홍제동,458,"54,000",84.992
북아현경남,101,북아현동,1006,"106,000",59.77
홍제헤렌,,홍제동,175-3,"60,400",59.85
서울맨션,,홍제동,315-7,"38,000",49.78
경일,102,홍제동,322-79,"35,000",73.08
유원,1,홍은동,22,"39,800",54.54
세한숲속마을,,홍은동,산11-244,"43,000",83.91
풍림1차,,홍은동,440-3,"48,000",64.53
북아현2차,,북아현동,187-12,"58,000",82.12
신촌자이엘라,,대현동,104-36,"27,800",24.7
광산,비동,홍제동,157-68,"37,500",56.76
그랜드(B동),비,홍은동,265-46,"23,200",58.48
우국한마음,,연희동,743,"63,500",84.84
디엠씨엘가,101동,남가좌동,387,"33,000",30.36
DMC현대아파트,,북가좌동,453,"56,000",55.47
경남102동,102,북아현동,1010,"130,000",96.49
DMC서부인터빌,,북가좌동,467,"74,500",84.66
3RU-City,1,창천동,510-2,"19,000",17.19
인왕궁맨숀,나,홍제동,104-6,"37,900",54.02
청구1차,107,홍제동,453,"88,000",84.78
DMC한양,,북가좌동,431,"69,250",65.34
홍연,12동,연희동,708-4,"43,000",52.23
연대JK,,창천동,518,"22,500",29.13
반석블레스포레,,천연동,98-17,"94,000",84.97
월드컵현대,101,북가좌동,371-1,"74,000",59.76
신촌헤리센트,,북아현동,998,"47,264",29.86
한강2차대주피오레,한강2차대주파크빌 201,망원동,499,"70,000",84.97
그레이스3차,,합정동,376-5,"70,000",70.16
공덕스카이아파트,,공덕동,4-32,"73,500",84.97
마포한강2차푸르지오,0201,합정동,473,"180,000",110.88
골든빌(210-10),,성산동,210-10,"80,000",110.94
광남캐스빌D,광남캐스빌아파트,망원동,465-32,"67,000",71.74
광남캐스빌,,망원동,435-4,"68,000",75.82
미원2,,망원동,433-9,"58,500",55.29
엘지(214-15),,성산동,214-15,"70,000",113.64
비체힐리버뷰,1,마포동,449,"15,400",18.7586
상암마젤란21,,망원동,513,"71,750",55.85
현대하이츠,,합정동,386-2,"64,500",48.73
우공,,염리동,45-27,"73,500",77.85
마포한강푸르지오,101,합정동,472,"270,000",137.04
성산힐아파트,,성산동,81-106,"54,000",77.64
정우상가맨션,,도화동,536,"105,000",118.02
망원동동원데쟈뷰,101,망원동,516,"107,500",111.89
kcc웰츠,101,신공덕동,171,"162,500",118.64
함성드림빌,101,망원동,505,"68,800",82.85
DMC상암센트럴파크1단지,103,상암동,1630,"112,500",84.91
동양엔파트,103,대흥동,803,"134,000",84.91
태경크레앙스(102동),,망원동,456-60,"87,000",84.325
리버아인,,합정동,396-8,"68,300",81.16
강변타운,,망원동,490,"80,000",84.98
그레이스,,성산동,254-28,"20,500",37.42
광남캐스빌A,광남캐스빌아파트,망원동,465-34,"68,000",72.58
대상3,3,망원동,491,"66,200",59.61
광남벨라스2차,,서교동,458-22,"105,000",124.69
마포쌍용황금아파트,106,마포동,253,"98,000",59.9
서강오벨리스크스위트,,창전동,442,"123,000",84.96
상암월드컵파크11단지,1103,상암동,1741,"97,000",84.66
공덕더샵,101,공덕동,478,"177,500",84.9902
상암월드컵파크3단지,303,상암동,1643,"111,000",84.94
대우월드마크마포,101,신공덕동,173,"177,000",121.27
해피존,,성산동,249-21,"68,900",83.92
노아아크빌,,망원동,471-3,"83,000",106.2
삼환나띠르빌,101,아현동,732,"99,000",84.9
벨로스,,성산동,254-7,"73,000",84.84
대상4,,망원동,492,"77,000",59.97
참존1차(419-3),참존아파트,망원동,419-3,"67,500",63.08
마포푸르지오더센트럴,마포 푸르지오 더 센트럴 102동,아현동,275-2,"67,000",33.58
건영월드컵,,중동,393,"80,000",79.58
현대리버빌,,망원동,460-15,"113,000",117.61
롯데캐슬프레지던트,102,공덕동,467,"277,500",191.532
상수두산위브,104,상수동,396,"153,000",114.533
상수동월드메르디앙,,상수동,363,"190,000",141.79
마포월드컵제이스카이,,망원동,523,"78,700",59.95
예지안파크뷰,,망원동,512,"82,000",83.68
마포한강제이스카이,102,망원동,522,"63,500",49.664
신구강변연가,,상수동,394,"243,000",152.336
엘르빌,,연남동,250-2,"123,000",123.33
공덕SK리더스뷰,102,공덕동,479,"210,000",97.7
메세나폴리스,102,서교동,490,"202,000",122.867
밤섬예가클래식,,현석동,118,"160,000",82.36
두영이지안,,망원동,510,"73,000",59.95
새마을,3,연남동,244-15,"44,400",41.65
중동계룡아파트,101,중동,391,"69,000",60
한국프라우드,,합정동,469,"117,500",84.9747
광남벨라스(VALLACE),,연남동,487-77,"56,500",74.99
KCC엠파이어리버,,합정동,381-16,"190,000",156.13
DMC마포청구아파트,102동,중동,390,"92,300",84.9
현대벤처빌,,노고산동,107-36,"26,000",31.57
대흥동세양,,대흥동,802,"125,000",114.24
대명,,연남동,259-1,"70,000",55.24
강변한신코아,,마포동,350,"64,000",51.48
엠제이더퍼스트홍대,,서교동,371-7,"25,800",14.89
함성월드빌,,망원동,502,"85,000",84.7
애오개아이파크,,아현동,780,"31,800",19.5
상암월드컵파크6단지,611,상암동,1689,"120,000",84.53
상암월드컵파크9단지,914,상암동,1752,"96,000",84.98
신공덕e편한세상,101,신공덕동,168,"115,000",84.68
벽산솔렌스힐,102,신수동,457,"108,000",84.9657
신수동성원,102,신수동,190,"87,000",59.76
래미안마포리버웰,,용강동,502,"250,000",114.97
신촌태영데시앙,110,창전동,439,"114,500",84.97
고려,,도화동,544,"94,000",84.51
예림아너스,,성산동,13-21,"56,500",66.51
신수동르끌레브아파트,,신수동,400-1,"73,000",37.41
솔리스타,,공덕동,30-10,"17,000",14.29
펜트라우스,101,신공덕동,172,"171,500",104.97
